City_ID,City,Country,Cloudiness,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
375,Talnakh,RU,92,1554149048,93,69.49,88.39,24.82,9.57
376,Thinadhoo,MV,56,1554149356,100,0.53,72.93,83.41,6.73
377,Reims,FR,0,1554149824,81,49.26,4.03,55.4,8.9
378,Caravelas,BR,12,1554149390,100,-17.73,-39.27,80.98,12.15
379,Zhaozhou,CN,8,1554149942,62,45.71,125.27,19.51,3.87
380,Champerico,MX,40,1554144420,40,16.38,-93.6,87.8,13.87
381,Salaga,GH,20,1554149942,66,8.55,-0.52,86.56,7.29
382,Taoudenni,ML,0,1554149596,33,22.68,-3.98,66.94,4.09
383,Lasa,CY,40,1554148846,87,34.92,32.53,55.4,4.7
384,The Pas,CA,90,1554146940,51,53.82,-101.24,39.2,14.99
385,Tura,IN,0,1554149073,94,25.52,90.21,62.89,4.76
386,Hailar,CN,0,1554149943,60,49.2,119.7,6.37,2.98
387,Richmond,CA,1,1554149943,76,49.16,-123.14,71.01,10.29
388,Oulainen,FI,0,1554149721,10,64.27,24.8,35.01,8.57
389,Flin Flon,CA,90,1554146760,64,54.77,-101.88,37.4,10.29
390,Trofors,NO,75,1554148200,93,65.54,13.39,41,5.82
391,Sistranda,NO,20,1554149400,86,63.73,8.83,37.4,10.29
392,Matiri,UG,12,1554149945,88,0.58,30.76,64.69,2.71
393,Cap Malheureux,MU,20,1554149342,83,-19.98,57.61,75.2,3.36
394,Keti Bandar,PK,0,1554149945,93,24.14,67.45,78.01,8.3
395,Dumas,IN,0,1554149886,100,21.09,72.71,79.18,15.39
396,Bandikui,IN,0,1554149945,42,27.05,76.58,62.89,2.3
397,Ngorongoro,TZ,64,1554149946,92,-3.24,35.49,58.03,2.71
398,College,US,1,1554149132,69,64.86,-147.8,41,6.93
399,Takoradi,GH,0,1554149946,97,4.89,-1.75,82.96,8.63
400,Cidreira,BR,0,1554149346,71,-30.17,-50.22,77.38,11.77
401,Sao Caetano de Odivelas,BR,80,1554149946,99,-0.75,-48.02,80.53,6.78
402,Colchester,GB,0,1554149730,81,51.89,0.9,48,6.93
403,Gizo,IL,75,1554149389,67,31.8,34.94,60.8,8.05
404,Gilgit,PK,0,1554149925,92,35.92,74.31,20.41,0.29
405,Alpena,US,75,1554149620,28,45.06,-83.43,42.8,9.17
406,Haverfordwest,GB,68,1554149709,87,51.8,-4.97,52,12.75
407,Mandalgovi,MN,8,1554149947,73,45.76,106.27,18.16,3.27
408,Troitskoye,RU,0,1554149947,58,52.98,84.68,29.41,4.54
409,Constitucion,MX,5,1554148816,10,23.99,-104.67,77,3.36
410,Port-de-Bouc,FR,0,1554149805,71,43.4,4.98,57,3.36
411,Presidente Epitacio,BR,68,1554149677,54,-21.76,-52.12,86.56,3.09
412,Santa Maria,BR,20,1554145200,58,-29.69,-53.81,87.8,9.17
413,Pechora,RU,48,1554149950,82,65.12,57.16,24.37,7.63
414,Kruisfontein,ZA,48,1554149950,83,-34,24.73,57.76,8.57
415,Camacha,PT,20,1554147000,67,33.08,-16.33,62.6,4.7
416,Dibulla,CO,75,1554145200,74,11.27,-73.31,84.2,16.11
417,Vostok,RU,12,1554149951,62,46.45,135.83,2.59,1.86
418,Buchanan,LR,40,1554147000,83,5.88,-10.05,80.6,6.93
419,Vung Tau,VN,0,1554149641,99,10.35,107.08,80.89,12.1
420,Findochty,GB,75,1554149890,70,57.7,-2.9,44.6,12.75
421,Leua,AO,0,1554149952,66,-11.65,20.45,67.66,2.37
422,Pacific Grove,US,75,1554149066,43,36.62,-121.92,73.99,3.71
423,Oyon,PE,92,1554149952,93,-10.67,-76.77,49.75,1.86
424,Ust-Tsilma,RU,76,1554149952,76,65.44,52.15,22.93,8.57
425,Liverpool,GB,0,1554149710,66,53.41,-2.98,51.01,8.05
426,Toyooka,JP,68,1554149953,86,35.55,134.82,31.84,3.98
427,Evinayong,GQ,56,1554149953,91,1.44,10.55,73.33,2.82
428,Holetown,BB,40,1554145200,65,13.19,-59.64,82.4,20.8
429,Karasjok,NO,75,1554146400,100,69.47,25.52,28.4,8.05
430,Port Augusta,AU,0,1554149805,87,-32.49,137.76,55.99,5.82
431,Bontang,ID,80,1554149895,100,0.12,117.47,76.57,5.06
432,Dhidhdhoo,MV,64,1554149954,100,6.88,73.1,82.15,2.59
433,Ugoofaaru,MV,0,1554149429,100,5.67,73,83.41,1.7
434,Marsh Harbour,BS,64,1554149431,100,26.54,-77.06,76.84,7.07
435,Ilhabela,BR,0,1554149754,98,-23.78,-45.36,76.48,12.03
436,Mercedes,UY,68,1554149954,85,-33.25,-58.03,72.97,8.79
437,Rio Grande,BR,40,1554145200,69,-32.03,-52.1,82.4,11.41
438,Quatre Cocos,MU,20,1554149342,83,-20.21,57.76,75.2,3.36
439,Portland,US,90,1554149244,51,45.52,-122.67,64,5.82
440,Diamantino,BR,32,1554149427,79,-14.4,-56.44,83.86,3.6
441,Yulara,AU,0,1554145200,33,-25.24,130.99,57.2,5.82
442,Puerto Escondido,MX,5,1554144300,70,15.86,-97.07,84.2,9.17
443,Bondo,CD,32,1554149955,90,3.81,23.69,75.13,2.98
444,Khani,GE,90,1554147000,93,41.96,42.96,44.6,5.82
445,Zanjan,IR,92,1554149956,94,36.67,48.48,35.08,14.79
446,Hamilton,BM,75,1554148801,77,32.3,-64.78,72,17.22
447,Saint-Donat-de-Montcalm,CA,56,1554149908,46,46.32,-74.22,39.99,9.24
448,Arys,KZ,0,1554147000,93,42.43,68.8,39.2,6.22
449,Puri,ID,88,1554149957,96,-7.54,112.45,69.55,2.53
450,Black Forest,AU,0,1554149906,87,-34.96,138.58,60.01,5.82
451,Sola,NO,75,1554149852,60,58.89,5.65,39.2,14.99
452,Diapaga,BF,12,1554149957,37,12.07,1.79,86.02,6.51
453,Berezovyy,RU,44,1554149957,69,51.67,135.7,19.06,2.59
454,Dudinka,RU,92,1554149583,95,69.41,86.18,24.73,10.13
455,Nuuk,GL,75,1554149537,45,64.17,-51.74,24.8,4.7
456,Finnsnes,NO,75,1554149755,80,69.23,17.98,33.8,14.99
457,Sao Domingos do Maranhao,BR,80,1554149958,92,-5.58,-44.39,77.11,2.48
458,Barranquilla,CO,40,1554149744,66,10.98,-74.8,93.2,12.75
459,Los Andes,CL,0,1554149936,36,-32.83,-70.6,82,11.41
460,Taitung,TW,92,1554149959,100,22.76,121.15,64.15,10.87
461,Veraval,FR,56,1554149909,87,49.65,0.71,62.01,4.7
462,Moshenskoye,RU,76,1554149959,92,58.52,34.59,27.34,4.5
463,Bezhetsk,RU,0,1554149960,83,57.78,36.69,24.46,9.24
464,Bilma,NE,20,1554149615,26,18.69,12.92,71.71,6.55
465,Beruwala,LK,0,1554149961,98,6.48,79.98,83.23,8.01
466,Geraldton,CA,75,1554145200,57,49.72,-86.95,32,19.46
467,Antsohihy,MG,68,1554149699,99,-14.88,47.99,75.04,2.75
468,High Level,CA,90,1554145200,59,58.52,-117.13,37.4,16.11
469,Fare,PF,64,1554149961,99,-16.7,-151.02,83.95,5.61
470,Gao,ML,56,1554149811,26,16.28,-0.04,87.91,6.55
471,Sarapul,RU,0,1554149761,83,56.48,53.82,28.99,2.59
472,Vanavara,RU,88,1554149443,74,60.35,102.28,31.03,11.77
473,Erzurum,TR,75,1554148200,92,39.91,41.27,34,4.7
474,Vilhena,BR,40,1554145200,70,-12.74,-60.15,86,10.29
475,Codrington,AU,40,1554149309,93,-28.95,153.24,62.6,4.32
476,Scarborough,GB,36,1554149942,81,54.28,-0.41,46,5.82
477,Berlevag,NO,75,1554148200,92,70.86,29.09,30.2,19.46
478,Guadalupe y Calvo,MX,0,1554149963,11,26.09,-106.96,71.44,3.71
479,Salta,AR,75,1554148800,94,-24.79,-65.41,78.8,4.7
480,Camacupa,AO,0,1554149963,62,-12.02,17.48,62.44,2.86
481,Dubbo,AU,20,1554149964,87,-32.25,148.6,56.23,10.87
482,Malanje,AO,8,1554149964,94,-9.54,16.35,66.4,2.48
483,Lagoa,PT,20,1554149829,82,37.14,-8.45,61,13.87
484,Tshikapa,CD,32,1554149965,86,-6.42,20.79,75.13,2.19
485,Yenagoa,NG,12,1554149564,91,4.92,6.26,78.82,6.22
486,Vestmanna,FO,68,1554148200,93,62.16,-7.17,35.6,4.7
487,San Patricio,PY,88,1554149965,74,-26.98,-56.83,81.97,2.26
488,Cotonou,BJ,40,1554145200,79,6.37,2.43,86,12.75
489,Zhigansk,RU,80,1554149424,85,66.77,123.37,23.65,6.11
490,Zabid,YE,8,1554149966,82,14.2,44.5,48.31,1.74
491,Cururupu,BR,92,1554149966,100,-1.82,-44.87,74.95,3.6
492,Ariquemes,BR,8,1554149966,42,-9.91,-63.03,95.65,2.86
493,Bulawayo,ZW,0,1554149966,45,-20.16,28.59,66.85,7.52
494,Kalmunai,LK,12,1554149967,97,7.42,81.82,75.58,3.76
495,Malumfashi,NG,0,1554149967,25,11.79,7.62,77.56,7.56
496,Russellville,US,1,1554149829,34,35.28,-93.13,53.6,3.36
497,Pisco,PE,0,1554145200,30,-13.71,-76.2,71.6,14.99
498,Copiapo,CL,75,1554145200,63,-27.37,-70.33,64.4,11.41
499,Blackwater,GB,0,1554149951,65,51.33,-0.78,50,6.93
500,Nantucket,US,1,1554149865,39,41.28,-70.1,46.99,23.04
501,Donskoye,RU,90,1554147000,100,45.45,41.98,39.2,8.95
502,Acapulco,MX,5,1554144420,58,16.86,-99.88,84.2,11.41
503,Draguignan,FR,0,1554149968,62,43.54,6.46,57.2,2.24
504,Bischwiller,FR,0,1554149818,54,48.77,7.86,59,5.82
505,Pizarro,CO,88,1554149969,83,4.95,-77.37,79.63,7.56
506,Kozachi Laheri,UA,0,1554145200,46,46.71,32.99,51.8,20.13
507,Laguna,MX,75,1554144120,23,27.52,-110.01,84.2,6.93
508,Casper,US,75,1554149715,42,42.87,-106.31,46,6.93
509,Deputatskiy,RU,24,1554149430,49,69.3,139.9,-9.93,5.61
510,Manggar,ID,44,1554149970,100,-2.88,108.27,77.38,5.32
511,Pangai,TO,40,1554145200,78,-19.8,-174.35,78.8,12.75
512,Talara,PE,40,1554145200,290,-4.58,-81.27,62.6,10.25
513,Teguise,ES,20,1554147000,72,29.06,-13.56,66.2,2.24
514,Kalianget,ID,64,1554149971,100,-7.74,113.68,71.89,4.21
515,Tabas,IR,44,1554145200,22,33.6,56.92,80.6,9.17
516,Bredy,RU,0,1554149972,81,52.43,60.33,28.33,7.85
517,Tonstad,NO,75,1554149808,60,58.66,6.71,39.2,14.99
518,Saint Anthony,US,40,1554149457,29,43.97,-111.68,53.01,8.05
519,Yukhnov,RU,0,1554149972,79,54.74,35.23,28.24,9.35
520,Conceicao do Araguaia,BR,48,1554149972,88,-8.26,-49.26,84.76,3.83
521,Kishtwar,IN,0,1554149973,48,33.31,75.77,28.96,1.86
522,Saint-Francois,FR,0,1554149797,58,46.42,3.91,57.2,5.82
523,Coihueco,CL,0,1554145200,41,-36.63,-71.83,77,12.75
524,Sinjar,SY,12,1554149974,91,35.59,37,48.85,10.36
525,Tonota,BW,0,1554145200,42,-21.44,27.46,68,1.12
526,San Antonio,CL,75,1554145200,87,-33.58,-71.61,78.8,11.41
527,Pisek,US,40,1554149736,56,48.31,-97.71,43,18.34
528,Linhares,BR,48,1554149977,96,-19.38,-40.06,71.53,4.83
529,Vestmannaeyjar,IS,32,1554149394,97,63.44,-20.27,34.45,19.71
530,Poum,MK,20,1554145200,25,41.28,20.71,51.8,3.36
531,Soyo,AO,20,1554145200,70,-6.13,12.37,84.2,4.7
532,Port Hardy,CA,20,1554145200,87,50.7,-127.42,44.6,3.36
533,Medvedovskaya,RU,75,1554149444,81,45.45,39.03,46.99,6.71
534,Karratha,AU,0,1554149978,90,-20.74,116.85,76.21,7.52
535,Gigmoto,PH,0,1554149396,100,13.78,124.39,76.3,11.03
536,Tanete,ID,32,1554149979,99,-3.94,119.78,72.43,2.98
537,Malkangiri,IN,20,1554149979,91,18.35,81.9,64.96,1.74
538,Cockburn Town,TC,0,1554149581,100,21.46,-71.14,78.37,12.33
539,Moville,US,1,1554149464,73,42.49,-96.07,46.99,6.93
540,Avera,US,1,1554149707,23,33.19,-82.53,64.4,12.75
541,Lebanon,US,40,1554149874,27,43.64,-72.25,39.2,16.11
542,Rumuruti,KE,0,1554149979,88,0.26,36.54,51.28,3.53
543,Impfondo,CD,48,1554149980,83,1.62,18.06,77.56,2.82
544,Porlamar,VE,0,1554149980,93,10.96,-63.85,79.09,21.61
545,Torrington,US,75,1554149830,34,42.06,-104.18,55.4,19.46
546,Lokoja,NG,0,1554149980,66,7.8,6.74,82.78,3.31
547,Mecca,SA,0,1554149647,48,21.43,39.83,56.86,4.61
548,Jalu,LY,24,1554149445,46,29.03,21.55,58.75,7.34
549,Wanaka,NZ,64,1554149365,61,-44.7,169.14,42.46,2.08
550,Kysyl-Syr,RU,0,1554149981,85,63.9,122.77,16.36,3.09
551,Itoman,JP,20,1554147000,47,26.12,127.67,59,9.17
552,Algiers,US,1,1554149964,38,29.94,-90.04,66,8.05
553,Byron Bay,AU,75,1554149415,72,-28.65,153.62,68,10.29
554,Mount Isa,AU,0,1554147000,52,-20.73,139.49,66.2,6.93
555,Yeppoon,AU,12,1554147000,77,-23.13,150.74,66.2,8.05
556,Palmer,US,1,1554149421,60,61.6,-149.11,48,4.7
557,Fukue,JP,20,1554149895,70,35.03,136.69,42.8,21.92
558,Jiexiu,CN,24,1554149982,70,37.02,111.92,29.59,3.87
559,Lewisville,US,40,1554149934,28,33.05,-96.99,64.99,4.72
